id;type;x;y;extrapolate
0x000001DE0F21C630;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C5F8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C668;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C198;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C080;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C048;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C128;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C0F0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C0B8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F21C160;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F117DA0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1177B8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F26B4A8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0E8B0F28;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF550;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF668;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF7F0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AFA58;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF8D0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF940;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF898;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF588;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF780;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF470;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AFD68;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF390;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF860;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF9B0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AF6D8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F1AFAC8;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F227278;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F2278D0;char_line;[0.0, 1.0];[1.0, 1.0];False
0x000001DE0F227B70;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227B00;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227B38;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227BE0;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227BA8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227AC8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227A20;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227A90;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227A58;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2279E8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227780;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227748;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2276A0;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227630;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227668;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227710;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2276D8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2275F8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227198;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2275C0;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227588;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2279B0;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227978;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227908;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227518;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227940;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227550;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227860;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2277F0;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F2277B8;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227828;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
0x000001DE0F227400;char_line;[0.0, 0.01084, 0.03655, 0.07779, 0.13389, 0.20417, 0.28796, 0.38458, 0.49337, 0.61364, 0.74473, 0.88595, 1.0, 1.19613, 1.36374, 1.53879, 1.72061, 1.90854, 2.10189, 2.29999, 2.50217, 2.70776, 2.91608, 3.0];[0.01, 0.09598, 0.18995, 0.28191, 0.37185, 0.45974, 0.54557, 0.62932, 0.71098, 0.79053, 0.86796, 0.94324, 1.0, 1.0873, 1.15605, 1.22259, 1.28691, 1.34898, 1.40879, 1.46633, 1.52157, 1.5745, 1.62511, 1.645];False
